4,One plus 6 excellent job,Suvadeep Singh ,"Everything is so good. I'm using a Samsung j5 6 then switch to one plus 6, I'm so impressed by its look because I have the mirror black edition. I have a only one con and that is the mobile caller peice have not enough volume because in home it's good but in outside I feel like it's not enough, every time I press the volume button up but it already have its full volume. In Samsung phone their caller peice is excellent its so loud even at outside. I am so happy with my purchase and thank you to Amazon to for a great deal. My elder brother have one plus 6 too.",One
4,"Smooth software, good camera, good baterry; overall good product",Udit Narayan Mishra,"Let me clarify, the product meets all its criteria and rather excellently. But, this certainly not a flagship killer.",
4,Performance beast at a bargain price,Amazon Customer,OnePlus is a brand now well renowned in India and their latest offering OnePlus 6 is a beast I will divide the section between pros and cons,
4,Worst camera and Sound.,VinayR,"Camera quality is NOT good at all. By seeing unboxing vidoes and reading reviews I had a impression that camera should be good, but since I am using and realised camera is not at all good. Pics don't have clarity. Night photos sucks, it's better not to take photos at all during night times because it is an embracing movement while showing to others 😣",
4,"Fastest Android out there , and doesnt break your bank",Shamant Shetty,"Well being a Samsung S6 edge user for 3 years I was sceptical about the brand initially . But once i got the mobile in hand I knew one thing for sure , this mobile is a beast , the display is pretty good ofcourse not good as Samsung , the camera is pretty good for the price , ofcourse it cant match Google's Pixel or the S9",One
4,Problem in slow motion feature at night time,Mithun ,Picture quality is very good and sound is also awesome and battery is avrag.,2
4,Excellent phone but bad packing by Amazon.,Dinu,Took away one star because Amazon delivered it in a filthy plastic cover with some bubble wrap. Not even a box for a high price item.,
4,Overall great.,Gurkanwal Singh,"After 3 months of use, i find this phone really worth it. It just need some software optimisations.",
4,Charger only at 220-240 volts ..  not 100-240,Khushkaran Pannu,The phone is great .. no complaints .. excellent graphics amazing camera and descent battery life .. my problem is with the charger as the input is 220-240 volts .. almost all chargera of all phones are 100-240 volts .. so when I travel abroad I have to take another phone or buy another charger .. that is just lame...,2
4,"Great performance, decent camera. Good for heavy users.",Saransh Jain,I have been using this phone for over a month now.,
4,"Bang for buck, but disappointed with battery.",Animesh Agrawal,Two cons:,
4,Amazing phone,Shaikh Nadeem,"Well, I'm writing this review after one month of purchase and usage of the mobile.",
4,A great phone that you can buy in 2018.,Neeraj,Its a great phone given the price.i am pretty much satisfied with the battery and the display. Also has got a nice display. Fast charging is also pretty good. Phone is very snappy with snapdragon 845. Camera is not at par with pixel and iphone but given the price range u won't regret it. Face unlock is the fastest we have in the market. Fingerprint unlock is also very snappy. The only downside is the speaker that is very tiny.,One
4,Its ok ok,Aman12699,The brightness control is pathetic.... 1 to 4 % it gives likes half of brightness of phone.... And from 50 to 100% the brightness is almost the same.,One
4,💯% genuine review after using for 4 months,shoiab hussain,"Quality, style, features, brand, size, compatibility is awesome. I am using from 4 months. Comparatively with all other brands of mobiles, this is fabulous.",
4,Cashback offers not applicable it seems.,manoj,"Its great phone , fast , fluid and easy for day to day work , speaker sound is on the slower side otherwise rest is ok. Apart from the phone the cashback which has been mentioned while purchasing has not been credited by amazon . Because it has been mentioned that for a particular bank debit or credit card no promo code is required and yet no refund yet . Hope its not a gimmick to just show this offer on purchase while check out",One
4,"Best phone, with severe cons.",Amazon Customer,Phone is very good. I love everything about it. Camera is awesome. Screen is superb.,
4,Speed and power,harsh deep,Just speed speed speed..can't complain here,
4,Good one to buy if you love Stock android in Flagships,Sandeep Vemula,After Pie Update Battery Life decreased.,2
4,"Excellent performance, camera and fast charging.",Amazon Customer,"Excellent performance truly awesome fastest charging, battery of 4000 mah and wireless charging should have been included with Better sound output from speaker.",2
4,One plus 6 Phone performance..,Amazon Customer,Sound quality was not up to mark..and also capture is very poor while capturing moving persons and objectives.,One
4,"Good phone, battery life is a concern",Amazon Customer,"Battery life is not satisfactory..  otherwise it's a good device to have . Using for last one week , only thing that is not matching with my expectations at all is battery life . < 15 hours without any games or movie/ video .",2
4,Good phone but one plus needs to relook at the back cover (glass is too delicate),Amazon Customer,"Very responsive, voice assistant is too good, good quality camera. I think the phone is very stable.",One
4,Excellent phone,Manu Sharma,"I was using iPhone for the last six years , spending more than 1 Lac on phone does not make any sense. Finally, made decision to switch to android. I have used Xiaomi also, it also has good phones but Lacks in camera quality. Both Poco F1 and OnePlus 6 are good phones. Using both phones for more than a month and satisfied with both the phones, however touch of OnePlus 6 is slightly better than Poco F1 but front camera of Poco F1 is better. Overall both are good phones but build quality, touch and back camera of oneplus 6 is superior. As of now no regret on switching to android. Since iOS is more secure , so analyzing the security aspects of android.",
4,Nice one..,Prasad Bhase,"Picture quality and sound quality is very good. Look is also awesome. When you purchase this one, you will not think of other mobile. Dash charging one of the plus point. But battery life is not that much good, gets drain quickly. One plus should work on this more to sustain in the market with this price range. Overall experience is good.",
4,"Decent Phone, battery is on the down side",Amit Pandey,"Overall it is a good phone, I am new to Oneplus and felt very much satisfied. Camera is awesome and I never felt any lag in any functionality or app. Only problem is battery, if i use camera for clicking pictures it gets discharge in 4-5 hrs. I am not even talking about videos. Even at normal usases battery will last for hardly 7-8 hrs.",
4,First Experience and satisfied,Fazil Halimi,"As i am ISO iphone user, for first time i bought android and tat also oneplus 6, picture is good it should have been better than what its taking as its specification tat the company written, battery works nice and the sound quality is also great, so over all its a great phone among other androids but remember always tat iphone is always the best...",One
4,1 star for Amazon customer care,Amazon Customer,"The phone is absolutely excellent. But my bad luck,  Had big scratch on the screen. apparently it comes with a pre applied screen protector The Amazon customer care is not aware of this fact which led to a lot of hassle. I cross checked with OnePlus customer care and local authorised centre for this and kept the product.",
4,Awesome product. Best deal. Worst delivery.,Amol Hatim,Bought this beauty in Amazon sale. Got the best deal but had to hassle with the delivery system.,One
4,Mobile Madness.,Anuraag,Words aren't enough to describe how awesome this mobile is. It's very soon to give a verdict on battery life since I have been using for less than 6hrs now.,One
4,One among the best phones,Vijay Kumar K,"No doubt...Good phone. I have seen couple of issues too, like print option not available in photo gallery, message app hangs up sometimes (not only for me, my friend also has same problem), etc. Probably, I don't agree to the statements that, One Plus is a Killer phone! Definitely falls in good phone segment.",
4,Good one,ramesh,Camera is yet to be improved. A dual camera must take bright pictures in low light as well. Obviously comparable features with iphone x. But budget makes the huge difference. Ram and Rom at this price are remarkable.,One
4,All i can the best device ever,Amit,"All i can say that its is a budget flagship device. It has all the required features e.g OIS, camera stability, gyroscope, portait mode, professional camera mode, average sound quality, notch, splash resistant, face unlock feature, fingerprint scanner. Battery is very very good.. no heating issue despite running multiple apps symntaneously. Rear camera is best.. howevr front one is not up to mark...processor is best for speedily performance. Design is premium. Just go for it. Best for vloggers.",
4,BEAST BUT...,Pyniarborlang Lynshiang,"Received this phone on the 24th October, 2018.",
4,Good Mobile,Rajesh Kumar Sountarrajan,Camera is Awesome,
4,After a month of usage,sheik mohamed hisham,"I like the speed of this device, same as a Nexus/Pixel device. OnePlus constantly hears it's user complaints and addresses them; that's really appreciable.",One
4,This is a beast,Anuj Tyagi,This is a beast. You will never regret buying OnePlus 6. Picture quality is very nice. Adaptive display is very sensitive and responds immediately to any change in external light. It has only one speaker at the bottom left but sound quality is still good.,
4,Iphone of Android,Sajal Garg,What i liked:,
4,"Amazing phone for 34,999",Pavan Kumar,"Everything about the phone is awesome. Was disappointed with Amazon for taking 5 days for delivery, being a prime member. Packaging was average. Not much protection and box had some tampers.",
4,Good but not great,Ashis Parida,Performance no doubt is very good,One
4,Good Product marred by Pathetic delivery,abhijeet,"Good product, been a one plus user for a while, good to see same characteristics maintained here also. No complaints about the phone as got it for a very good price.",
4,"Stands by its name, brightness way below par though!",sumit k gupta,"Deducting a star for the brightness of the phone is just ok(which I don't expect, having gone for not best of the premium brands like Samsung etc, having spent so many).",
4,One Plus maintains leadership,Balasubramanian,"One+ has been consistently maintaining its leadership. It does all sections well. I wish they have pure Android version also.  The one problem is that the touch is too sensitive sometimes and the key board layout should be spaced out well. Often while typing fast, there is problem. Particularly the space bar and home button are too close. Otherwise, this phone is great value for money. Premium feeling all the way.",
4,Review based on latest update 9.0.2.,Jay,The phone is awesome. It works amazing.,
4,Overall decent phone!!,vinay,What’s good:,
4,OnePlus 6 review.,Amazon Customer,"I have been using this phone from past couple of months. Everything is working fine except that Gorilla glass which is getting scratched just by keeping inside the pocket. Please improve the quality of the glass! And users who are buying, please buy a tempered glass.",
4,Good one,Santhosh Kumar Andhavarapu ,"It's a good product from one plus for last 2 months I have been using, at first I faced a problem. while switching the sim slot1 to slot 2, again switched back than onwards sim1 is not detecting the signal, I tried to contact customer care they recommend to factor setting. I left that for one month later on auto software updation issue got resolved. No other problem still now resolved.",
4,One plus is best,Udbhav Agarwal (UD),Nothing to say for this product..,
4,Well satisfied product from OnePlus,Arun Ganesan,"This is a first time that I'm buying a one plus model and after it's usage for 6 months and counting I'm very much satisfied to experience the best premium quality smartphone which offers at par to Apple brands! I recommend this to anyone for business, college,work, mainly those who love photography! This is a one plus treat ... saying it even after the launch of the one plus 6t :) happy customer!",
4,Good product,naresh,"product is good,best ui based android Pie,fast charging very speed,good mobile,but price litiile bit high it's not flagship mobile but price flagship range ,no ip cirtified and no wireless charging,main thing is .no  earphones provided",
4,Good phone with great camera,Divya Udyawar,Awesome phone beats iPhone camera quality anytime of the day. Sound is a bit low when used with aux cable in the car again compared to iphone.,
4,Night or Dark camera photos not good..,SAISUGASH,I expected more night life photos..But this worst and pixels shown..Really worried..,One
4,Battery issue,Amazon Customer,"Hi Amazon,",One
4,Nice smartphone,prasad,Nice premium looking phone.. excellent for playing high end games. Camera is nice.. dash charging is really impressive.. it takes only 30 minutes for 50% charge and around 1 hour 10-15 minutes for 0 to 100% charge.. face unlock is really superfast and impressive..,
4,Battery not good. Overall okay,Unaiza ,Battery could have been better lasts 6-8 hrs with good usage may go around 1 day with less usage... Take 1.5 hours to charge..,
4,Great product at reasonable price,Amazon Customer,"All day battery life, good picture quality, only one speaker at bottom, easily plays and run high end games, dash charger works amazing , call quality is nice, I find it little over size on hand but then watching movies on it is pleasure, over all great phone at this cost rather than spending more than half a lack on iPhone, Samsung etc",
4,Good phone but a little heavy,Sameer78,I got this phone in a good deal on Amazon sale. I exchanged my OnePlus 3 and got good discount.,
4,From iPhone to Android,Naren.Kannan,"I was using iPhone 5 for the last 5 years. Now because of huge price, have moved to Android. The build quality and the OXYGEN OS is amazing. The battery life is little disappointing. The camera is awesome. Would highly recommend for others.",
4,Not impressive.,Nilotpald2,"Review after 13 days of use. 8 GB and 128 GB great speed, good camera, nice look, quick charge etc.",
4,Mobile is awesome but the Amazon packing is poor !!,ALLWYN PAUL,The mobile product is awesome!!? Satisfied more than expectation and only thing the mobile back cover was very dirt like old one with full of dirt in it !!!! Amazon have to maintain the quality for big products too and unsatisfied in packing ...very cheap packing,
4,Love this device,Amazon Customer,Device:,
4,👍👍👍👍,Kumar,Its really One of the best Mobile available in market and really worth of money.,
4,Honest review,Akhil,Amazing experience i'm facing with 1+6..Battery life is too good and processor works very well.,
4,IPhone ka baap,Deepak Kumar,The best midrange flagship ever. No regrets. Works like a charm. The quality is great. The mirror black version gives you a premium feel and the dashing look it gives is a thing to show off.,
4,Good for photos,Kavita wakpaijan,"Very much 2018 phone,has all that it says but only one issue is the battery life I mean it's pretty much lasts all day if u don't use it much but if u are a heavy user ull have to charge it for twice in a day. And I faced one more issue I was using camera and phone suddenly stopped working I had to restart it and form 6gb ram phone it was not expected.",
4,Worth byuing,Lalit Kumar Sahu,"This is a worth buying phone. And can be compared with phones like iphonex and Google pixel 2... Few more features  could make the phone outstanding like the micro SD slot with dual SIM standby, and a ear phone set of good quality...",
4,Kamal ka phone.....,Bhavana...,It is recommended by my brothers..to buy one plus 6 only....so I thought let's try....and I ordered it....it's really a good one regarding to picture quality....speed...and memory....I loved it....,
4,Poor charger,Amazon Customer,"I hate the charger. It is a tedious task to charge one plus 6 as there seems to be some issue with it's wire. I don't understand why this is happening, time and again I have to take it out and reinsert it to be sure that it's charging.",One
4,Good camera and RAM battery could be better,SAI PRANIT,Stunning picture quality and takes a while to master smartphone photography. night mode is top notch and phone is butter smooth.But battery drains after each update is one thing that bothers the users.overall a good one for the price range.,
4,Worth for the money but not up to the expectation.,Santhosh,"It is really lovable for full size screen and fastest processor. But needs to get more updates in camera, speaker and display errors. one plus 5 is better than OP6 in some aspects.  Worth for the money but not up to the expectation.",One
4,Slow motion camera is poor inside house,Sangam,Everything is fine but slow motion camera is very poor. It's blinking inside house. My galaxy s7 camera is far better in low light.,One
4,Updated beast from OnePlus,RB,Phone is very good performance wise. But issues with calls of you put an ongoing call into speaker mode. Hopefully update will resolve the  issues. Except this satisfied with the phone. Camera quality is also awesome.,
4,Battery drains fast,Karthik,I visited one plus store for my battery drain issue and checked my mobile they diagnosed and found my mobile have some issues.,
4,a great phone just like iphone X,Amazon Customer,"After using it fir 2 weeks , I can say this is the finest phone ..i was thinking of buying iphone X but this ine a great deal. Bought the 128 GB variant and its working flawlessly, one more thing battery performance improved , I earlier had OP3T and it is a nice upgrade.",
4,good but not best,NIKHIL KUMAR SAH,"overall good product but after using it for around 5 month... battery life is not as good as expected also, but and due to single. speaker sound is also not that good... but it good phone to be called premium for but you can also go for poco f1 it's very competitive and 20 k cheap..",
4,Super fast speed.,Customer,Awesome phone at this price point. Beating other brands features.,
4,Amazon sale,Roy,Good phone but what was disappointing was Amazon after announcing the freedom sale is now offering 1 year free protection plan. I mean your best offers should come during your main big sale,
4,Good phone with a decent camera and great battery life,Vignesh S,"The product is extremely fast, running multiple applications, web pages and high end games like PUBG with no performance drops. The battery lasts for an average of 12 hours on high usage showing 6 hours screen time. Camera takes good resolution pics with good lighting but fails with  low light images. Overally good phone with a decent camera and battery life.",
4,Good according to price point as expected,Sudheesh,Good Battery for full day use and Fast Charge,
4,"A must buy for price to performance value, but 6T is here you might wanna look at that as well.",Mahatva Gurung,The only thing I find not likeable about this product is that it is not IP68 water resistant.,
4,Good phone in low price than other,VINEET,"RAM, ROM PROCESSOR EVERYTHING IS BEST BUT CAMERA IS FAR BELOW APPLE OR GALAXY PHONES.BATTERY LOST QUICKLY BUT THANKS TO FLASH CHARGING .IT COMPENSATE YOU FOR QUICK BATTERY DRAINAGE. PURE ANDROID AND OTHER IOS ARE BETTER THAN THIS OS.",
4,Go for the FLAGSHIP KILLER,DJ SULTAN,Nice product,
4,Buy it now!!,Harshang Rajpara,Absolutely a best smart phone!!,
3,GOOD MIDRANGE FLAGSHIP PONE @ 27K,Ankit Daga,"I bought it @ 27 k so keeping in mind the price of 27k , I am writing Pros & cons of this oneplus6 :",21
3,Faced issues in first 4 days...!,Govardhan,"Sometimes after using mobile for 20-30 mins and lock, it is not unlocking using finger automatically, I have to press power button and unlock it again. Most of the time auto brightness is not working. Tried to replace phone, and it is redirected to customer care. Once communicated to customer support, they promised that they will call me next day with some solution. Now it is 3rd day, no call and no mail regarding the issue raised. Tomorrow is last day for return. Bad experience after shopping during big billion days...",5
3,Flagship phone,JS,"I had purchased midnight black and my device is handheld by myself only but after few days i saw that color from volume key is getting removed even while my product is being protacted by cover from the 1st day itself and 2nd reason was after spending more money didnt got any free screen replacement option.phone is good to use,smooth",2
3,All over good phone,Harmanpreet Singh,processor is very good,4
3,Speaker won't work intially!!!!,prashant mahlawat,I received my phone today(12/10/2018) on sale.,One
3,"Good phone, good battery life",Amazon Customer,"Everything is good about this phone, except that the good features that were there in Moto G4 are missing. I'm not talking about the brand specific features. I'm more worried about the options and settings that were available there.",
3,Oneplus 6 Phone Review,Banibrata Mishra,"Picture Quality is Good about not the best, I believe Selfie Camera could have been better ..",One
3,Good phone for the price but not the best at the price as once it used to be.....,Amazon Customer,"Oneplus 6 performs smooth and has decent battery life. Charging speed is one of the fastest out there. Audio via head phone jack sounds really compressed and muddy i'm completely dissappointed with it's performance. Speaker sounds okay and gets reasonably loud. The camera takes some decent pictures but the images look overly processed and has aggressive noise reduction which reduces the detail and sharpness of the pictures. Video recording is good with good stabilisation and the 480 fps slow motion video mode is fun to use but it needs a bit of work as it drops quite a lot of frames and makes the video look jittery even with ample lighting. The display is really good with excellent colours and offers good saturation levels and makes the colours pop. The software is very minimalistic, snappy, fluid and easy to use. The call quality,signal reception and wifi performance are also very good. But now with phones like lg g7 thinq being available at a lower price than the oneplus 6 and oneplus 6t and oneplus ditching the headphone jack for the 6t make it hard to recommend these phones as that lg phone has ip rating, better qhd display, wireless charging and quad dac for better audio performance and a wide angle camera which is rather useful than the useless 20 mp camera of the oneplus 6 and 6t. Overall oneplus 6 is a good phone but not the best in its price range as it used to be from the oneplus 3 to the oneplus 5t. Even the oneplus 6t is also being priced close to 40000 which makes oneplus lose the customers who made the company. Even they are gradually increasing the prices and the features doesn't justify the price increase.",
3,Not like advertisement shows the mobile,UTTAM BAIN,Not like advertisement shows the mobile and camera very poor quality on night or low light shoot as the price tag must be go samsung not Chinese mobile not premium as samsung. So think twice before why this mobile because is build quality not premium as the price tag.,2
3,Battery Draining so quickly,seen1643,Dear One plus,One
3,Lots of issue after updating android Pie,Anshul Sharma,Updating android pie some of bugs are fixed like headphone jack quality and sound quality are good now but sum of application are not performing well like lots of time my facebook messenger crushed also feeling some lag on pubg. Rear camera qwality are awesome but front camera below avrage. Also feeling display brightness issue after updating on pie. Please fix it.,
3,At least should get good deal on earphones for one plus,Amazon Customer,phone is too costly and no earphones available. At least should get good deal on earphones for one plus users,3
3,After Oneplus 6T,customer,My review,One
3,Oneplus6 Review after 2months usage,Amazon Customer,"Review after 2months usage. Pros- good picture quality, both cameras are excellent, sound is good. Good battery life.Cons - the apps like SBI , ICICI, food Panda taking too much time to open even after upgradation of OS. The second sim slot is not working properly. It will be active with full signal strength only but gives switched off response to other callers and for second slim slot some time OTPs will come very late. Something wrong with second sim slot. No headset will be given with purchase. Other than that very good mobile.",
3,Average phone,Amazon Customer,This phone eventually gets slow,
3,Camera quality is worst in low light,Amazon Customer,I had decided to purchase this device after a lot of positive reviews and the awesome???? quality of camera. After a day of thinking I have decided to got a 8+128 OP6. But kind of one month use I want to say that the camera of the phone is worst in the low light. I have been using samsung galaxy s8 device for the last 5 months and in comparison to that op6 is nothing in the terms of camera pictures. Rest of all its superb whether it's  sound or battery etc.,
3,Phone screen freezes sometime.,Amazon Customer,"Thought that with Snapdragon 845 and 8 GB RAM the phone would be great, but it hangs sometime and screen becomes non-responsive.",2
3,One + hype phone!!,Shweta,It's been close to 6 months now that I have bought this phone..feels like an overhyped phone..with limited features..the battery has started draining after 10 hrs now..sumthing that I had experienced in my earlier android phones..my suggestion buy this phone only if u have extra money..or else go for any of the redmi phones..atleast they will not burn a hole in your pocket.,
3,Better but not best in this price category,Ajay Kumar,Poor sound quality😥very bad factor 😭,One
3,Good phone with poor battery,Amazon Customer,The Phone is awsome except the battery. The camera is the best which led me to sale off my digital camera. Excellent sound quality. Best built in quality. Red is simply superb. I did not get the intimation message to get 360 gb of data from Vodafone which was promised to a buyer who buys the instrument from Amazons great Indian Festival Offer.,
3,Audio problem on One plus 6,Amazon Customer,"I have purchased One plus 6 on 10th October 2018. It has audio problems. When I talk on phone certain times I can't hear and certain time the opposite person can't hear. I have been observing this since 2 weeks, initially I thought it was a network issue.",One
3,.,Amit aggarwal,Front camera is not good as expected ...not even capture clear selfi,3
3,"AI not working well,charge drains off fast if games played",Theinnocent,Good phone features comparable to a Laptop. Battery back up is not good as the charge drains fast if try any mobile games..AI is not working well..need to try oppo AI phones for better AI,
3,Serious gps and map issues,Rupesh Sharma,Everthing remains fine except,
3,Not as expected. I purchased it keeping in mind Oneplus 2 and 5.,Basavaraj C Katti,"I purchased Oneplus 6 with high expectations as I am already using 2 and 5. Oneplus 6 is slow compared to 5. The picture quality is not natural and we have keep the screen on full brightness all the time. Because of this factor battery life is also low. I suggest the company to rethink on improving these short comings, even though I am not worth to suggest.",
3,Poor Low Light Camera performance,Gajendra (Amazon Customer),Had to give it away for issues in Camera in low light. It gave noisy photos in the low light,One
3,Performance is super but there are a few issues,Piyush Agrawal,"A bit disappointed. After 2 months of usage, the response time of phone has increased. Many a times the fingerprint scanner wont even respond to touch. And network is also a problem. I dont know why it continuously switch to 3G.",
3,Go for it :),Roni Thomas,Amazed with sceen unlocks. Sometimes you do not even see the lock screens.,
3,Review after using it for 8 months,Saurav Rastogi,"I continuously loose GPS connection, gives me hard time when using maps to go places. Same problem with run tracking apps, once GPS is lost, almost all app marks your workout as completed.",
3,Poor customer service,Amazon Customer,"Worst customer care service ever, took them a week to tell me that a replacement isn't possible when their own affiliated employees couldn't do their own job. Now im stuck with a phone with battery drain issues. Pleaer do not buy expensive products in Amazon cuz they're gonna do the same thing to you as well..",
3,Not worth for the price,Ravikant,There is a brightness issue I m facing from day one.,
3,Headfones?,Amazon Customer,This set do not come with headfones..,2
3,The back glass has broken,Aparna Karthikeyan,The product is great. Amazing feel but strangely the phones back glass just brok even though I bought a high grade case from supcase.,
3,BATTERY LIFE LESS,Ishaan Garg,Battery life is less and battery drains very fast on playing heavy games like PUBG.Also the phone gets heated on playing PUBG even when the graphic settings are not set on the highest.,One
3,Good choice under 35k budget phone.,darshan chhajed,"One plus 6 (8gb)mobile is wonderful in price range of 30-35k . Having good photo quality, and battery life. Screeen pixel density(ppi) is not so good. Even quality of sound can be better. Hope fully oneplus 6t will have all features with better sound quality and screen ppi.",
3,Good one except camera,ANIL MISHRA,Overall performance good except camera,One
3,OnePlus6,S.PALANIAPPAN,"Every thing viz... sound quality, battery life and picture quality are good. But, since the mobile gets heated up when the battery charge goes down from 50% charge and  hence unable to hold in hand continuously and can feel the  irritation in fingers. Unable to exactly find out the reason..... not satisfied...",
3,All good except battery,Tushar,Everything is good except battery life. I am very disappointed with the battery backup. Charging very fast but not getting good back up even after normal usage.,51
3,Should have improve the battery life,Mohammad Sajid,Battery is draining very fast.. during initial days it was ok but since last 3 days faced the challenges of charging it after every 8 hours.. m is nt this phone for personal use only,One
3,Battery draining issues,Amazon Customer,"I'm not at all satisfied with this phone even though the processor is cool but missing something in the battery (draining very fastly) and there is some technical issues I am facing in the phone . Camera OK type , sound quality is normal. . From my point of view not worth for the price",
3,Not that happy after purchase,Amazon Customer,"I am not happy with its battery life, Asus had given me better results in battery life. Picture quality is good but not as they advertise on instagram.",
3,"Phone is great ,there is some problem with hardware components.",Nitya,"When I purchased my phone....the cameras were working properly....now my front cam picture quality is worst............ There is some problem with the hardware .My phone gets hanged.Phone didn't fell ,it was taken care very well.But still I am facing these many problems .",
3,Bettry and heating issue,Anand Vijaykumar Shukla,Bettry drain and,One
3,picture & video quality is very bad,Gopal,"I like the speed of processing of my mobile. I like sound quality but i am not satisfied about picture & video quality. When i am taking the photo or video i  am very much liked about live, but after taking the photo or video the preveiw is not so good its a very bad quality.",
3,Not fully satisfied,MANSI VERMA,"As the processing of one plus is very good , so I purchased it accordingly. But in this  mobile it is relatively slow er. Picture quality is good . But also many a times a blurish screen comes automatically , and remains as it is until you reboot your mobile.",
3,"Average, but value for money",Jithesh Kumar,"Shifted from Nexus series to OnePlus, just to experience. Not very impressed. Average camera and lots of software bugs once you start using. And you realise why these phones are so much cheaper than the Samsung, Google flagships.",
3,Voice call break,anuj v.,"Hey, i am experiencing Voice call breaks, most of the times when i receive or make a call the person on other side can't hear me, voice breaks and sometimes they can't hear any voice... complete voice shutdown....Let me know if anyone is having the issue 🤔",
3,Ok but not up to the mark.,SURESHG,Picture quality is not up to the mark. Not in depth.,
3,Speakers is very bad..,Amazon Customer,"Everything is good about the phone..except the speakers, even on max volume, the sound is very less.",One
3,good,Dibyendu,slow mo  pic quality undr indoor condition not good,One
3,Three Stars,raghuvamsi,product was good but interface was worst,One
3,We already reviewed this product... but Amazon authorities are least interested in what we r facing problem with  one plus 6.,Ravi s,A very bad experience,
3,Call recording function is not working,alkarastogi,He'll o help me..my mobile replaced..I got phone The problem is that call regarding is not record the call what to do??? help ne,
3,Value for money,Rajeev Pande,Value for money.Speaker output average quality.Check for other options also as same specs available around this price now.,
3,Good phone for the price,Amazon Customer,"Phone is really good, I live the battery life. Picture quality is not so great and sound quality is okay too as it doesn’t have good speakers. Doesn’t come wih headphones either.",
3,Great Phone poor battery,Shrijib Patra,The phone is a great creation. Performance and picture quality is stunning but the battery is poor and do not deliver as promised.,
3,Phone replacement,Prabhu,When ever I message or play or call.. in speakers some wired sounds are coming and I want to replace this phone because yet times the main screen is not working for me...it will hang and will not work...please let me know how do I replace it.,
3,Lot of bugs in the OS,akhil,so many bugs that i cant even explain. everytime i report a bug a bug hunter replies asking to send a log file which is not easy because of the number of bugs.,
3,Good but not great,Amazon Customer,"Good but not great.. I feel 3t is far better than 6, not great changes made to the model except the display and position of finger print.",One
3,Torn box,sandeep m.,"The package Box was slightly torn inside, seems due to fall.",2
3,Mobile is great. But battery discharge fast (100% to 80 % ...,Sanju,Mobile is great. But battery discharge fast (100% to 80 % within 1 hr many time without using mobile) this occurred after 12 days after purchase,One
3,Battery life not good,Amazon Customer,Battery life is not even same as one plus one. Even dash charge in not as fast.,One
3,Battery issue,Amazon Customer,"Everything is good except battery.. its getting drain very quickly, not happy at all as i need to charge it very frequently.",One
3,Dust in the camera lens,Amazon Customer,"After using it for a month, started seeing dust inside the back camera lens. The type of quality is not acceptable.",
3,One plus 6 ..nice .I like it..,nishatanjum,"Overall its Good..but i have purchased two one plus 6 ,but it's function r diff in both the phone,",One
3,Short credit of offer amount,Amazon Customer,I have purchased the mobile with an offer of Rs. 2000/- on payment with Citi Bank credit card. But I noticed that only Rs. 1300/- has been credited to my credit card account. Kindly look into the matter and credit the balance amount,
3,Poor dust ingress,TANMAYA ROSHAN NAIK,All is good but the only problem is its dust ingress is too poor. They say its splash proof but when it is unable to restrict dust how can it restrict water???? Very easily dust enters within the camera glasses both rear and front cameras.,
3,Three Stars,raghukirani,Still not clear what is so much hype as speed and performance of 5 is also same.,
3,Heats a lot under mobile data connection!!!!!!!!,gowtham,"The phone heats a lot while mobile data is on don't know why ,no lag super ui ,but heats up a lot while using camera and mobile data and now and then without any application running also.",
3,Another ordinary phone,Ravishankar,Nothing to great about one plus 6 except high storage capacity,
3,Not satisfied,Mihir Joshi,Find it but flickering and facing bit of lagging problem. Doesn't feel like money well spent. Not satisfied with the phone.,One
3,Back glass isn’t durable at all.,Poorav,"Op 6 is a good featured phone at an affordable price,but it’s build is not as good as promoted by the company. I bought it a few months back and the back glass broke without even dropping it .",
3,Not satisfied,RAja Velampalli,Back camera is too poor quality don't buy this product,
3,Not value for money,Rajesh Das,I suffer now after buying one plus 6. Guys one plus products are not provided reliable software as well as hardware. Within one month using my one plus 6 lost network connectivity and interrupted screen interface.,
3,one plus 6 review,Harsh verma,"The original product is good, however was lured with other attatched offers which were not that great , i had to call myself and check about them , no information was provided by amazon about the same.",
3,Issues after pie update and mainar bugs,Laxmangoud kubakaddi,"Battery just how you use but pie update after battery life not good some bugs needed to fix it,needed camera  imrovement also, sound not as much may be stereo speakar  and dolby sound campare to other smartphones",
3,Class-leading display,Amazon Customer,I have been facing a battery issue since I have received the order. Battery is draining a lot. I didn't have this kinda battery issue with my OnePlus 5. So maybe look for that and solve that issue for all plus 6 users.,
3,Fab phone but a little too delicate,Amazon Customer,"It's a pretty nice phone but out of nowhere the glass back cracked withing 2 weeks, without even being dropped.",One
3,Apps automatically getting closed,Sudan8527,"I received my cell today, after upgradation of new system upgrades I found that my apps like WhatsApp, YouTube automatically getting closed, very disappointed , can anyone help me out what is the issue with this",
3,Good mobile for photos,karthik,Mobile is good and battery backup is not good. Price got reduced 7k/- within 10 days. Please Wait & purchase this kind of mobile.,
3,Ringer volume locked to Zero,ILA GOEL,I am unable to increase the volume. It has been locked at zero. What should i do? please help.,
3,Slightly overpriced,shankar,Good phone but costly. Mi phones are cheaper for same configuration,
